"TAG","TEXT"
"section","Alumni Webmail Jobs Tenders Office Orders NIRF RTI Placements Contact Us Search Home Institute History Vision & Mission Campus Location News and Events Tenders & Quotations Balance Sheets Rules, Guidelines & Forms Faculty Affairs IQAC Reports Administration Board Of Governors Chairman, Board of Governors Director Senate Members Building & Works Committee Finance Committee Grievance Redressal Committee Institute Functionaries Minutes of Meetings Programmes Undergraduate Postgraduate Doctorate Academic Support for Students Accreditation Scholarships IQAC Reports E-Academic Portal Admissions Academic Units Departments Centres Research Overview Research Groups Sponsored Research In-House Projects Consultancy Courses and Conferences Young Research Fellows Programme Norms and Forms Contacts Campus Life Students Facilities Online Fee Payment"
"ul","Alumni Webmail Jobs Tenders Office Orders NIRF RTI Placements Contact Us Search"
"li","Alumni"
"a","Alumni"
"li","Webmail"
"a","Webmail"
"li","Jobs"
"a","Jobs"
"li","Tenders"
"a","Tenders"
"li","Office Orders"
"a","Office Orders"
"li","NIRF"
"a","NIRF"
"li","RTI"
"a","RTI"
"li","Placements"
"a","Placements"
"li","Contact Us"
"a","Contact Us"
"li","Search"
"form","Search"
"label","Search"
"ul","Home Institute History Vision & Mission Campus Location News and Events Tenders & Quotations Balance Sheets Rules, Guidelines & Forms Faculty Affairs IQAC Reports Administration Board Of Governors Chairman, Board of Governors Director Senate Members Building & Works Committee Finance Committee Grievance Redressal Committee Institute Functionaries Minutes of Meetings Programmes Undergraduate Postgraduate Doctorate Academic Support for Students Accreditation Scholarships IQAC Reports E-Academic Portal Admissions Academic Units Departments Centres Research Overview Research Groups Sponsored Research In-House Projects Consultancy Courses and Conferences Young Research Fellows Programme Norms and Forms Contacts Campus Life Students Facilities Online Fee Payment"
"li","Home"
"a","Home"
"li","Institute History Vision & Mission Campus Location News and Events Tenders & Quotations Balance Sheets Rules, Guidelines & Forms Faculty Affairs IQAC Reports"
"a","Institute"
"ul","History Vision & Mission Campus Location News and Events Tenders & Quotations Balance Sheets Rules, Guidelines & Forms Faculty Affairs IQAC Reports"
"li","History"
"a","History"
"li","Vision & Mission"
"a","Vision & Mission"
"li","Campus"
"a","Campus"
"li","Location"
"a","Location"
"li","News and Events"
"a","News and Events"
"li","Tenders & Quotations"
"a","Tenders & Quotations"
"li","Balance Sheets"
"a","Balance Sheets"
"li","Rules, Guidelines & Forms"
"a","Rules, Guidelines & Forms"
"li","Faculty Affairs"
"a","Faculty Affairs"
"li","IQAC Reports"
"a","IQAC Reports"
"li","Administration Board Of Governors Chairman, Board of Governors Director Senate Members Building & Works Committee Finance Committee Grievance Redressal Committee Institute Functionaries Minutes of Meetings"
"a","Administration"
"ul","Board Of Governors Chairman, Board of Governors Director Senate Members Building & Works Committee Finance Committee Grievance Redressal Committee Institute Functionaries Minutes of Meetings"
"li","Board Of Governors"
"a","Board Of Governors"
"li","Chairman, Board of Governors"
"a","Chairman, Board of Governors"
"li","Director"
"a","Director"
"li","Senate Members"
"a","Senate Members"
"li","Building & Works Committee"
"a","Building & Works Committee"
"li","Finance Committee"
"a","Finance Committee"
"li","Grievance Redressal Committee"
"a","Grievance Redressal Committee"
"li","Institute Functionaries"
"a","Institute Functionaries"
"li","Minutes of Meetings"
"a","Minutes of Meetings"
"li","Programmes Undergraduate Postgraduate Doctorate Academic Support for Students Accreditation Scholarships IQAC Reports E-Academic Portal"
"a","Programmes"
"ul","Undergraduate Postgraduate Doctorate Academic Support for Students Accreditation Scholarships IQAC Reports E-Academic Portal"
"li","Undergraduate"
"a","Undergraduate"
"li","Postgraduate"
"a","Postgraduate"
"li","Doctorate"
"a","Doctorate"
"li","Academic Support for Students"
"a","Academic Support for Students"
"li","Accreditation"
"a","Accreditation"
"li","Scholarships"
"a","Scholarships"
"li","IQAC Reports"
"a","IQAC Reports"
"li","E-Academic Portal"
"a","E-Academic Portal"
"li","Admissions"
"a","Admissions"
"li","Academic Units Departments Centres"
"a","Academic Units"
"ul","Departments Centres"
"li","Departments"
"a","Departments"
"li","Centres"
"a","Centres"
"li","Research Overview Research Groups Sponsored Research In-House Projects Consultancy Courses and Conferences Young Research Fellows Programme Norms and Forms Contacts"
"a","Research"
"ul","Overview Research Groups Sponsored Research In-House Projects Consultancy Courses and Conferences Young Research Fellows Programme Norms and Forms Contacts"
"li","Overview"
"a","Overview"
"li","Research Groups"
"a","Research Groups"
"li","Sponsored Research"
"a","Sponsored Research"
"li","In-House Projects"
"a","In-House Projects"
"li","Consultancy"
"a","Consultancy"
"li","Courses and Conferences"
"a","Courses and Conferences"
"li","Young Research Fellows Programme"
"a","Young Research Fellows Programme"
"li","Norms and Forms"
"a","Norms and Forms"
"li","Contacts"
"a","Contacts"
"li","Campus Life Students Facilities Online Fee Payment"
"a","Campus Life"
"ul","Students Facilities Online Fee Payment"
"li","Students"
"a","Students"
"li","Facilities"
"a","Facilities"
"li","Online Fee Payment"
"a","Online Fee Payment"
"section","-A A +A Administration University Administration Board of Governors Chairman, Board of Governors Director Senate Members Building & Works Committee Minutes of Building & Works Committee Meetings Finance Committee Grievance Redressal Committee Institute Functionaries Minutes of Meetings Quick Links Alumni Central Library TEQIP III Admissions Placement Tenders Close modal Building & Works Committee Sr. No Name Capacity 1. Dr. Dheeraj Sanghi, Director Chairman 2. Prof. Sushant Samir, Registrar (Ad-Interim) Member Secretary 3. Prof. Umesh Sharma, Dean, Infrastructure, Planning and Estate. Member 4. Dr. R. K. Sinha, BOG Nominee Member 5. Sh. Anup Chauhan, Cheif Engineer, PWD ( B&R) Retd. Member 6. Sh. V.K. Jain, S.E, UHBVN Retd. Member"
"a","-A"
"sup","-"
"a","A"
"a","+A"
"sup","+"
"h3","Administration"
"span","Administration"
"ul","University Administration Board of Governors Chairman, Board of Governors Director Senate Members Building & Works Committee Minutes of Building & Works Committee Meetings Finance Committee Grievance Redressal Committee Institute Functionaries Minutes of Meetings"
"li","University Administration"
"a","University Administration"
"li","Board of Governors"
"a","Board of Governors"
"li","Chairman, Board of Governors"
"a","Chairman, Board of Governors"
"li","Director"
"a","Director"
"li","Senate Members"
"a","Senate Members"
"li","Building & Works Committee Minutes of Building & Works Committee Meetings"
"a","Building & Works Committee"
"ul","Minutes of Building & Works Committee Meetings"
"li","Minutes of Building & Works Committee Meetings"
"a","Minutes of Building & Works Committee Meetings"
"li","Finance Committee"
"a","Finance Committee"
"li","Grievance Redressal Committee"
"a","Grievance Redressal Committee"
"li","Institute Functionaries"
"a","Institute Functionaries"
"li","Minutes of Meetings"
"a","Minutes of Meetings"
"p","Quick Links"
"a","Quick Links"
"nav","Alumni Central Library TEQIP III Admissions Placement Tenders"
"ul","Alumni Central Library TEQIP III Admissions Placement Tenders"
"li","Alumni"
"a","Alumni"
"li","Central Library"
"a","Central Library"
"li","TEQIP III"
"a","TEQIP III"
"li","Admissions"
"a","Admissions"
"li","Placement"
"a","Placement"
"li","Tenders"
"a","Tenders"
"a","Close modal"
"table","Sr. No Name Capacity 1. Dr. Dheeraj Sanghi, Director Chairman 2. Prof. Sushant Samir, Registrar (Ad-Interim) Member Secretary 3. Prof. Umesh Sharma, Dean, Infrastructure, Planning and Estate. Member 4. Dr. R. K. Sinha, BOG Nominee Member 5. Sh. Anup Chauhan, Cheif Engineer, PWD ( B&R) Retd. Member 6. Sh. V.K. Jain, S.E, UHBVN Retd. Member"
"tbody","Sr. No Name Capacity 1. Dr. Dheeraj Sanghi, Director Chairman 2. Prof. Sushant Samir, Registrar (Ad-Interim) Member Secretary 3. Prof. Umesh Sharma, Dean, Infrastructure, Planning and Estate. Member 4. Dr. R. K. Sinha, BOG Nominee Member 5. Sh. Anup Chauhan, Cheif Engineer, PWD ( B&R) Retd. Member 6. Sh. V.K. Jain, S.E, UHBVN Retd. Member"
"tr","Sr. No Name Capacity"
"td","Sr. No"
"p","Sr. No"
"strong","Sr. No"
"td","Name"
"p","Name"
"strong","Name"
"td","Capacity"
"p","Capacity"
"strong","Capacity"
"tr","1. Dr. Dheeraj Sanghi, Director Chairman"
"td","1."
"p","1."
"td","Dr. Dheeraj Sanghi, Director"
"p","Dr. Dheeraj Sanghi, Director"
"td","Chairman"
"p","Chairman"
"tr","2. Prof. Sushant Samir, Registrar (Ad-Interim) Member Secretary"
"td","2."
"p","2."
"td","Prof. Sushant Samir, Registrar (Ad-Interim)"
"p","Prof. Sushant Samir, Registrar (Ad-Interim)"
"td","Member Secretary"
"p","Member Secretary"
"tr","3. Prof. Umesh Sharma, Dean, Infrastructure, Planning and Estate. Member"
"td","3."
"p","3."
"td","Prof. Umesh Sharma, Dean, Infrastructure, Planning and Estate."
"p","Prof. Umesh Sharma, Dean, Infrastructure, Planning and Estate."
"td","Member"
"p","Member"
"tr","4. Dr. R. K. Sinha, BOG Nominee Member"
"td","4."
"p","4."
"td","Dr. R. K. Sinha, BOG Nominee"
"p","Dr. R. K. Sinha, BOG Nominee"
"td","Member"
"p","Member"
"tr","5. Sh. Anup Chauhan, Cheif Engineer, PWD ( B&R) Retd. Member"
"td","5."
"p","5."
"td","Sh. Anup Chauhan, Cheif Engineer, PWD ( B&R) Retd."
"p","Sh. Anup Chauhan, Cheif Engineer, PWD ( B&R) Retd."
"td","Member"
"p","Member"
"tr","6. Sh. V.K. Jain, S.E, UHBVN Retd. Member"
"td","6."
"p","6."
"td","Sh. V.K. Jain, S.E, UHBVN Retd."
"p","Sh. V.K. Jain, S.E, UHBVN Retd."
"td","Member"
"p","Member"
"section","Research Overview Research Groups Sponsored Research Consultancy Collaborations In-House Projects Academics Time Tables Examination Academic Calendar Undergraduate Programme Postgraduate Programme PhD Programme Facilities Library Computer Centre Sports Hostels Medical Facility Workshops Information E-Notices Multimedia Brochure & Prospectus CRIKC Sexual Harassment Complaints Website Credits"
"h3","Research"
"span","Research"
"ul","Overview Research Groups Sponsored Research Consultancy Collaborations In-House Projects"
"li","Overview"
"a","Overview"
"li","Research Groups"
"a","Research Groups"
"li","Sponsored Research"
"a","Sponsored Research"
"li","Consultancy"
"a","Consultancy"
"li","Collaborations"
"a","Collaborations"
"li","In-House Projects"
"a","In-House Projects"
"h3","Academics"
"span","Academics"
"ul","Time Tables Examination Academic Calendar Undergraduate Programme Postgraduate Programme PhD Programme"
